SORT_ROW,SORT_ROW_#,SORT_COLUMN,PIN_NUMBER,XC3S400,XC3S400_TYPE,XC3S1000,XC3S1000_TYPE,XC3S1500,XC3S1500_TYPE,XC3S2000,XC3S2000_TYPE,BANK
L,11,22,L22,IO_L40P_2/VREF_2,VREF,IO_L40P_2/VREF_2,VREF,IO_L40P_2/VREF_2,VREF,IO_L40P_2/VREF_2,VREF,2
M,12,1,M1,IO_L40P_6/VREF_6,VREF,IO_L40P_6/VREF_6,VREF,IO_L40P_6/VREF_6,VREF,IO_L40P_6/VREF_6,VREF,6
M,12,2,M2,IO_L40N_6,I/O,IO_L40N_6,I/O,IO_L40N_6,I/O,IO_L40N_6,I/O,6
M,12,3,M3,IO_L39P_6,I/O,IO_L39P_6,I/O,IO_L39P_6,I/O,IO_L39P_6,I/O,6
M,12,4,M4,IO_L39N_6,I/O,IO_L39N_6,I/O,IO_L39N_6,I/O,IO_L39N_6,I/O,6
M,12,5,M5,IO_L38P_6,I/O,IO_L38P_6,I/O,IO_L38P_6,I/O,IO_L38P_6,I/O,6
M,12,6,M6,IO_L38N_6,I/O,IO_L38N_6,I/O,IO_L38N_6,I/O,IO_L38N_6,I/O,6
M,12,7,M7,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,6
M,12,9,M9,GND,GND,GND,GND,GND,GND,GND,GND,N/A
M,12,10,M10,GND,GND,GND,GND,GND,GND,GND,GND,N/A
M,12,11,M11,GND,GND,GND,GND,GND,GND,GND,GND,N/A
M,12,12,M12,GND,GND,GND,GND,GND,GND,GND,GND,N/A
M,12,13,M13,GND,GND,GND,GND,GND,GND,GND,GND,N/A
M,12,14,M14,GND,GND,GND,GND,GND,GND,GND,GND,N/A
M,12,16,M16,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,3
M,12,17,M17,IO_L38P_3,I/O,IO_L38P_3,I/O,IO_L38P_3,I/O,IO_L38P_3,I/O,3
M,12,18,M18,IO_L38N_3,I/O,IO_L38N_3,I/O,IO_L38N_3,I/O,IO_L38N_3,I/O,3
M,12,19,M19,IO_L39P_3,I/O,IO_L39P_3,I/O,IO_L39P_3,I/O,IO_L39P_3,I/O,3
M,12,20,M20,IO_L39N_3,I/O,IO_L39N_3,I/O,IO_L39N_3,I/O,IO_L39N_3,I/O,3
M,12,21,M21,IO_L40P_3,I/O,IO_L40P_3,I/O,IO_L40P_3,I/O,IO_L40P_3,I/O,3
M,12,22,M22,IO_L40N_3/VREF_3,VREF,IO_L40N_3/VREF_3,VREF,IO_L40N_3/VREF_3,VREF,IO_L40N_3/VREF_3,VREF,3
N,13,1,N1,IO_L35P_6,I/O,IO_L35P_6,I/O,IO_L35P_6,I/O,IO_L35P_6,I/O,6
N,13,2,N2,IO_L35N_6,I/O,IO_L35N_6,I/O,IO_L35N_6,I/O,IO_L35N_6,I/O,6
N,13,3,N3,IO_L34P_6,I/O,IO_L34P_6,I/O,IO_L34P_6,I/O,IO_L34P_6,I/O,6
N,13,4,N4,IO_L34N_6/VREF_6,VREF,IO_L34N_6/VREF_6,VREF,IO_L34N_6/VREF_6,VREF,IO_L34N_6/VREF_6,VREF,6
N,13,5,N5,N.C.,N.C.,IO_L33P_6,I/O,IO_L33P_6,I/O,IO_L33P_6,I/O,6
N,13,6,N6,N.C.,N.C.,IO_L33N_6,I/O,IO_L33N_6,I/O,IO_L33N_6,I/O,6
N,13,7,N7,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,6
N,13,9,N9,GND,GND,GND,GND,GND,GND,GND,GND,N/A
N,13,10,N10,GND,GND,GND,GND,GND,GND,GND,GND,N/A
N,13,11,N11,GND,GND,GND,GND,GND,GND,GND,GND,N/A
N,13,12,N12,GND,GND,GND,GND,GND,GND,GND,GND,N/A
N,13,13,N13,GND,GND,GND,GND,GND,GND,GND,GND,N/A
N,13,14,N14,GND,GND,GND,GND,GND,GND,GND,GND,N/A
N,13,16,N16,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,3
N,13,17,N17,N.C.,N.C.,IO_L33P_3,I/O,IO_L33P_3,I/O,IO_L33P_3,I/O,3
N,13,18,N18,N.C.,N.C.,IO_L33N_3,I/O,IO_L33N_3,I/O,IO_L33N_3,I/O,3
N,13,19,N19,IO_L34P_3/VREF_3,VREF,IO_L34P_3/VREF_3,VREF,IO_L34P_3/VREF_3,VREF,IO_L34P_3/VREF_3,VREF,3
N,13,20,N20,IO_L34N_3,I/O,IO_L34N_3,I/O,IO_L34N_3,I/O,IO_L34N_3,I/O,3
N,13,21,N21,IO_L35P_3,I/O,IO_L35P_3,I/O,IO_L35P_3,I/O,IO_L35P_3,I/O,3
N,13,22,N22,IO_L35N_3,I/O,IO_L35N_3,I/O,IO_L35N_3,I/O,IO_L35N_3,I/O,3
P,14,1,P1,N.C.,N.C.,IO_L32P_6,I/O,IO_L32P_6,I/O,IO_L32P_6,I/O,6
P,14,2,P2,N.C.,N.C.,IO_L32N_6,I/O,IO_L32N_6,I/O,IO_L32N_6,I/O,6
P,14,3,P3,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,4,P4,N.C.,N.C.,IO_L31P_6,I/O,IO_L31P_6,I/O,IO_L31P_6,I/O,6
P,14,5,P5,N.C.,N.C.,IO_L31N_6,I/O,IO_L31N_6,I/O,IO_L31N_6,I/O,6
P,14,6,P6,N.C.,N.C.,IO_L28P_6,I/O,IO_L28P_6,I/O,IO_L28P_6,I/O,6
P,14,7,P7,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,6
P,14,9,P9,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,10,P10,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,11,P11,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,12,P12,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,13,P13,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,14,P14,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,16,P16,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,3
P,14,17,P17,N.C.,N.C.,IO_L31P_3,I/O,IO_L31P_3,I/O,IO_L31P_3,I/O,3
P,14,18,P18,N.C.,N.C.,IO_L31N_3,I/O,IO_L31N_3,I/O,IO_L31N_3,I/O,3
P,14,19,P19,N.C.,N.C.,IO_L29N_3,I/O,IO_L29N_3,I/O,IO_L29N_3,I/O,3
P,14,20,P20,GND,GND,GND,GND,GND,GND,GND,GND,N/A
P,14,21,P21,N.C.,N.C.,IO_L32P_3,I/O,IO_L32P_3,I/O,IO_L32P_3,I/O,3
P,14,22,P22,N.C.,N.C.,IO_L32N_3,I/O,IO_L32N_3,I/O,IO_L32N_3,I/O,3
R,15,1,R1,N.C.,N.C.,IO_L29P_6,I/O,IO_L29P_6,I/O,IO_L29P_6,I/O,6
R,15,2,R2,N.C.,N.C.,IO_L29N_6,I/O,IO_L29N_6,I/O,IO_L29N_6,I/O,6
R,15,3,R3,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,6
R,15,4,R4,N.C.,N.C.,IO_L26P_6,I/O,IO_L26P_6,I/O,IO_L26P_6,I/O,6
R,15,5,R5,N.C.,N.C.,IO_L28N_6,I/O,IO_L28N_6,I/O,IO_L28N_6,I/O,6
R,15,6,R6,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,VCCO_6,VCCO,6
R,15,7,R7,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,N/A
R,15,16,R16,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,N/A
R,15,17,R17,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,3
R,15,18,R18,IO_L24N_3,I/O,IO_L24N_3,I/O,IO_L24N_3,I/O,IO_L24N_3,I/O,3
R,15,19,R19,N.C.,N.C.,IO_L29P_3,I/O,IO_L29P_3,I/O,IO_L29P_3,I/O,3
R,15,20,R20,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,VCCO_3,VCCO,3
R,15,21,R21,N.C.,N.C.,IO_L28P_3,I/O,IO_L28P_3,I/O,IO_L28P_3,I/O,3
R,15,22,R22,N.C.,N.C.,IO_L28N_3,I/O,IO_L28N_3,I/O,IO_L28N_3,I/O,3
T,16,1,T1,IO_L27P_6,I/O,IO_L27P_6,I/O,IO_L27P_6,I/O,IO_L27P_6,I/O,6
T,16,2,T2,IO_L27N_6,I/O,IO_L27N_6,I/O,IO_L27N_6,I/O,IO_L27N_6,I/O,6
T,16,3,T3,N.C.,N.C.,IO_L26N_6,I/O,IO_L26N_6,I/O,IO_L26N_6,I/O,6
T,16,4,T4,IO_L23P_6,I/O,IO_L23P_6,I/O,IO_L23P_6,I/O,IO_L23P_6,I/O,6
T,16,5,T5,IO_L22P_6,I/O,IO_L22P_6,I/O,IO_L22P_6,I/O,IO_L22P_6,I/O,6
T,16,6,T6,IO_L22N_6,I/O,IO_L22N_6,I/O,IO_L22N_6,I/O,IO_L22N_6,I/O,6
T,16,7,T7,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,N/A
T,16,8,T8,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,N/A
T,16,9,T9,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,5
T,16,10,T10,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,5
T,16,11,T11,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,5
T,16,12,T12,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,4
T,16,13,T13,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,4
T,16,14,T14,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,4
T,16,15,T15,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,N/A
T,16,16,T16,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,VCCINT,N/A
T,16,17,T17,IO_L22N_3,I/O,IO_L22N_3,I/O,IO_L22N_3,I/O,IO_L22N_3,I/O,3
T,16,18,T18,IO_L24P_3,I/O,IO_L24P_3,I/O,IO_L24P_3,I/O,IO_L24P_3,I/O,3
T,16,19,T19,N.C.,N.C.,IO_L26P_3,I/O,IO_L26P_3,I/O,IO_L26P_3,I/O,3
T,16,20,T20,N.C.,N.C.,IO_L26N_3,I/O,IO_L26N_3,I/O,IO_L26N_3,I/O,3
T,16,21,T21,IO_L27P_3,I/O,IO_L27P_3,I/O,IO_L27P_3,I/O,IO_L27P_3,I/O,3
T,16,22,T22,IO_L27N_3,I/O,IO_L27N_3,I/O,IO_L27N_3,I/O,IO_L27N_3,I/O,3
U,17,1,U1,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,N/A
U,17,2,U2,IO_L24P_6,I/O,IO_L24P_6,I/O,IO_L24P_6,I/O,IO_L24P_6,I/O,6
U,17,3,U3,IO_L24N_6/VREF_6,VREF,IO_L24N_6/VREF_6,VREF,IO_L24N_6/VREF_6,VREF,IO_L24N_6/VREF_6,VREF,6
U,17,4,U4,IO_L23N_6,I/O,IO_L23N_6,I/O,IO_L23N_6,I/O,IO_L23N_6,I/O,6
U,17,5,U5,IO_L19P_6,I/O,IO_L19P_6,I/O,IO_L19P_6,I/O,IO_L19P_6,I/O,6
U,17,6,U6,IO/VREF_5,VREF,IO/VREF_5,VREF,IO/VREF_5,VREF,IO/VREF_5,VREF,5
U,17,7,U7,IO,I/O,IO,I/O,IO,I/O,IO,I/O,5
U,17,8,U8,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,5
U,17,9,U9,N.C.,N.C.,IO,I/O,IO,I/O,IO,I/O,5
U,17,10,U10,IO,I/O,IO,I/O,IO,I/O,IO,I/O,5
U,17,11,U11,IO,I/O,IO,I/O,IO,I/O,IO,I/O,5
U,17,12,U12,IO_L30N_4/D2,DUAL,IO_L30N_4/D2,DUAL,IO_L30N_4/D2,DUAL,IO_L30N_4/D2,DUAL,4
U,17,13,U13,IO_L28N_4,I/O,IO_L28N_4,I/O,IO_L28N_4,I/O,IO_L28N_4,I/O,4
U,17,14,U14,IO_L25N_4,I/O,IO_L25N_4,I/O,IO_L25N_4,I/O,IO_L25N_4,I/O,4
U,17,15,U15,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,4
U,17,16,U16,IO,I/O,IO,I/O,IO,I/O,IO,I/O,4
U,17,17,U17,IO,I/O,IO,I/O,IO,I/O,IO,I/O,4
U,17,18,U18,IO_L22P_3,I/O,IO_L22P_3,I/O,IO_L22P_3,I/O,IO_L22P_3,I/O,3
U,17,19,U19,IO_L20N_3,I/O,IO_L20N_3,I/O,IO_L20N_3,I/O,IO_L20N_3,I/O,3
U,17,20,U20,IO_L23P_3/VREF_3,VREF,IO_L23P_3/VREF_3,VREF,IO_L23P_3/VREF_3,VREF,IO_L23P_3/VREF_3,VREF,3
U,17,21,U21,IO_L23N_3,I/O,IO_L23N_3,I/O,IO_L23N_3,I/O,IO_L23N_3,I/O,3
U,17,22,U22,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,N/A
V,18,1,V1,IO_L21P_6,I/O,IO_L21P_6,I/O,IO_L21P_6,I/O,IO_L21P_6,I/O,6
V,18,2,V2,IO_L21N_6,I/O,IO_L21N_6,I/O,IO_L21N_6,I/O,IO_L21N_6,I/O,6
V,18,3,V3,IO_L20P_6,I/O,IO_L20P_6,I/O,IO_L20P_6,I/O,IO_L20P_6,I/O,6
V,18,4,V4,IO_L20N_6,I/O,IO_L20N_6,I/O,IO_L20N_6,I/O,IO_L20N_6,I/O,6
V,18,5,V5,IO_L19N_6,I/O,IO_L19N_6,I/O,IO_L19N_6,I/O,IO_L19N_6,I/O,6
V,18,6,V6,IO_L15P_5,I/O,IO_L15P_5,I/O,IO_L15P_5,I/O,IO_L15P_5,I/O,5
V,18,7,V7,IO,I/O,IO,I/O,IO,I/O,IO,I/O,5
V,18,8,V8,IO_L24P_5,I/O,IO_L24P_5,I/O,IO_L24P_5,I/O,IO_L24P_5,I/O,5
V,18,9,V9,IO_L27P_5,I/O,IO_L27P_5,I/O,IO_L27P_5,I/O,IO_L27P_5,I/O,5
V,18,10,V10,IO,I/O,IO,I/O,IO,I/O,IO,I/O,5
V,18,11,V11,IO_L31P_5/D5,DUAL,IO_L31P_5/D5,DUAL,IO_L31P_5/D5,DUAL,IO_L31P_5/D5,DUAL,5
V,18,12,V12,IO_L30P_4/D3,DUAL,IO_L30P_4/D3,DUAL,IO_L30P_4/D3,DUAL,IO_L30P_4/D3,DUAL,4
V,18,13,V13,IO_L28P_4,I/O,IO_L28P_4,I/O,IO_L28P_4,I/O,IO_L28P_4,I/O,4
V,18,14,V14,IO_L25P_4,I/O,IO_L25P_4,I/O,IO_L25P_4,I/O,IO_L25P_4,I/O,4
V,18,15,V15,N.C.,N.C.,IO_L22N_4/VREF_4,VREF,IO_L22N_4/VREF_4,VREF,IO_L22N_4/VREF_4,VREF,4
V,18,16,V16,IO_L16N_4,I/O,IO_L16N_4,I/O,IO_L16N_4,I/O,IO_L16N_4,I/O,4
V,18,17,V17,IO_L10N_4,I/O,IO_L10N_4,I/O,IO_L10N_4,I/O,IO_L10N_4,I/O,4
V,18,18,V18,IO/VREF_4,VREF,IO/VREF_4,VREF,IO/VREF_4,VREF,IO/VREF_4,VREF,4
V,18,19,V19,IO_L17N_3,I/O,IO_L17N_3,I/O,IO_L17N_3,I/O,IO_L17N_3,I/O,3
V,18,20,V20,IO_L20P_3,I/O,IO_L20P_3,I/O,IO_L20P_3,I/O,IO_L20P_3,I/O,3
V,18,21,V21,IO_L21P_3,I/O,IO_L21P_3,I/O,IO_L21P_3,I/O,IO_L21P_3,I/O,3
V,18,22,V22,IO_L21N_3,I/O,IO_L21N_3,I/O,IO_L21N_3,I/O,IO_L21N_3,I/O,3
W,19,1,W1,IO_L17P_6/VREF_6,VREF,IO_L17P_6/VREF_6,VREF,IO_L17P_6/VREF_6,VREF,IO_L17P_6/VREF_6,VREF,6
W,19,2,W2,IO_L17N_6,I/O,IO_L17N_6,I/O,IO_L17N_6,I/O,IO_L17N_6,I/O,6
W,19,3,W3,IO_L16P_6,I/O,IO_L16P_6,I/O,IO_L16P_6,I/O,IO_L16P_6,I/O,6
W,19,4,W4,IO_L16N_6,I/O,IO_L16N_6,I/O,IO_L16N_6,I/O,IO_L16N_6,I/O,6
W,19,5,W5,IO_L09P_5,I/O,IO_L09P_5,I/O,IO_L09P_5,I/O,IO_L09P_5,I/O,5
W,19,6,W6,IO_L15N_5,I/O,IO_L15N_5,I/O,IO_L15N_5,I/O,IO_L15N_5,I/O,5
W,19,7,W7,N.C.,N.C.,IO_L19P_5/VREF_5,VREF,IO_L19P_5/VREF_5,VREF,IO_L19P_5/VREF_5,VREF,5
W,19,8,W8,IO_L24N_5,I/O,IO_L24N_5,I/O,IO_L24N_5,I/O,IO_L24N_5,I/O,5
W,19,9,W9,IO_L27N_5/VREF_5,VREF,IO_L27N_5/VREF_5,VREF,IO_L27N_5/VREF_5,VREF,IO_L27N_5/VREF_5,VREF,5
W,19,10,W10,IO_L29P_5/VREF_5,VREF,IO_L29P_5/VREF_5,VREF,IO_L29P_5/VREF_5,VREF,IO_L29P_5/VREF_5,VREF,5
W,19,11,W11,IO_L31N_5/D4,DUAL,IO_L31N_5/D4,DUAL,IO_L31N_5/D4,DUAL,IO_L31N_5/D4,DUAL,5
W,19,12,W12,IO_L31N_4/INIT_B,DUAL,IO_L31N_4/INIT_B,DUAL,IO_L31N_4/INIT_B,DUAL,IO_L31N_4/INIT_B,DUAL,4
W,19,13,W13,IO,I/O,IO,I/O,IO,I/O,IO,I/O,4
W,19,14,W14,IO,I/O,IO,I/O,IO,I/O,IO,I/O,4
W,19,15,W15,N.C.,N.C.,IO_L22P_4,I/O,IO_L22P_4,I/O,IO_L22P_4,I/O,4
W,19,16,W16,IO_L16P_4,I/O,IO_L16P_4,I/O,IO_L16P_4,I/O,IO_L16P_4,I/O,4
W,19,17,W17,IO_L10P_4,I/O,IO_L10P_4,I/O,IO_L10P_4,I/O,IO_L10P_4,I/O,4
W,19,18,W18,IO_L06N_4/VREF_4,VREF,IO_L06N_4/VREF_4,VREF,IO_L06N_4/VREF_4,VREF,IO_L06N_4/VREF_4,VREF,4
W,19,19,W19,IO_L17P_3/VREF_3,VREF,IO_L17P_3/VREF_3,VREF,IO_L17P_3/VREF_3,VREF,IO_L17P_3/VREF_3,VREF,3
W,19,20,W20,IO_L19P_3,I/O,IO_L19P_3,I/O,IO_L19P_3,I/O,IO_L19P_3,I/O,3
W,19,21,W21,IO_L19N_3,I/O,IO_L19N_3,I/O,IO_L19N_3,I/O,IO_L19N_3,I/O,3
W,19,22,W22,IO_L16N_3,I/O,IO_L16N_3,I/O,IO_L16N_3,I/O,IO_L16N_3,I/O,3
Y,20,1,Y1,IO,I/O,IO,I/O,IO,I/O,IO,I/O,6
Y,20,2,Y2,IO_L01P_6/VRN_6,DCI,IO_L01P_6/VRN_6,DCI,IO_L01P_6/VRN_6,DCI,IO_L01P_6/VRN_6,DCI,6
Y,20,3,Y3,IO_L01N_6/VRP_6,DCI,IO_L01N_6/VRP_6,DCI,IO_L01N_6/VRP_6,DCI,IO_L01N_6/VRP_6,DCI,6
Y,20,4,Y4,IO_L01N_5/RDWR_B,DUAL,IO_L01N_5/RDWR_B,DUAL,IO_L01N_5/RDWR_B,DUAL,IO_L01N_5/RDWR_B,DUAL,5
Y,20,5,Y5,IO_L09N_5,I/O,IO_L09N_5,I/O,IO_L09N_5,I/O,IO_L09N_5,I/O,5
Y,20,6,Y6,IO_L16P_5,I/O,IO_L16P_5,I/O,IO_L16P_5,I/O,IO_L16P_5,I/O,5
Y,20,7,Y7,N.C.,N.C.,IO_L19N_5,I/O,IO_L19N_5,I/O,IO_L19N_5,I/O,5
Y,20,8,Y8,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,VCCO_5,VCCO,5
Y,20,9,Y9,GND,GND,GND,GND,GND,GND,GND,GND,N/A
Y,20,10,Y10,IO_L29N_5,I/O,IO_L29N_5,I/O,IO_L29N_5,I/O,IO_L29N_5,I/O,5
Y,20,11,Y11,IO_L32P_5/GCLK2,GCLK,IO_L32P_5/GCLK2,GCLK,IO_L32P_5/GCLK2,GCLK,IO_L32P_5/GCLK2,GCLK,5
Y,20,12,Y12,IO_L31P_4/DOUT/BUSY,DUAL,IO_L31P_4/DOUT/BUSY,DUAL,IO_L31P_4/DOUT/BUSY,DUAL,IO_L31P_4/DOUT/BUSY,DUAL,4
Y,20,13,Y13,IO_L29N_4,I/O,IO_L29N_4,I/O,IO_L29N_4,I/O,IO_L29N_4,I/O,4
Y,20,14,Y14,GND,GND,GND,GND,GND,GND,GND,GND,N/A
Y,20,15,Y15,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,VCCO_4,VCCO,4
Y,20,16,Y16,IO/VREF_4,VREF,IO/VREF_4,VREF,IO/VREF_4,VREF,IO/VREF_4,VREF,4
Y,20,17,Y17,IO_L15N_4,I/O,IO_L15N_4,I/O,IO_L15N_4,I/O,IO_L15N_4,I/O,4
Y,20,18,Y18,IO_L06P_4,I/O,IO_L06P_4,I/O,IO_L06P_4,I/O,IO_L06P_4,I/O,4
Y,20,19,Y19,IO_L01P_3/VRN_3,DCI,IO_L01P_3/VRN_3,DCI,IO_L01P_3/VRN_3,DCI,IO_L01P_3/VRN_3,DCI,3
Y,20,20,Y20,IO_L01N_3/VRP_3,DCI,IO_L01N_3/VRP_3,DCI,IO_L01N_3/VRP_3,DCI,IO_L01N_3/VRP_3,DCI,3
Y,20,21,Y21,IO,I/O,IO,I/O,IO,I/O,IO,I/O,3
Y,20,22,Y22,IO_L16P_3,I/O,IO_L16P_3,I/O,IO_L16P_3,I/O,IO_L16P_3,I/O,3
AA,21,1,AA1,M1,CONFIG,M1,CONFIG,M1,CONFIG,M1,CONFIG,VCCAUX
AA,21,2,AA2,GND,GND,GND,GND,GND,GND,GND,GND,N/A
AA,21,3,AA3,IO_L01P_5/CS_B,DUAL,IO_L01P_5/CS_B,DUAL,IO_L01P_5/CS_B,DUAL,IO_L01P_5/CS_B,DUAL,5
AA,21,4,AA4,IO_L06P_5,I/O,IO_L06P_5,I/O,IO_L06P_5,I/O,IO_L06P_5,I/O,5
AA,21,5,AA5,IO_L10P_5/VRN_5,DCI,IO_L10P_5/VRN_5,DCI,IO_L10P_5/VRN_5,DCI,IO_L10P_5/VRN_5,DCI,5
AA,21,6,AA6,IO_L16N_5,I/O,IO_L16N_5,I/O,IO_L16N_5,I/O,IO_L16N_5,I/O,5
AA,21,7,AA7,N.C.,N.C.,IO_L22P_5,I/O,IO_L22P_5,I/O,IO_L22P_5,I/O,5
AA,21,8,AA8,IO_L25P_5,I/O,IO_L25P_5,I/O,IO_L25P_5,I/O,IO_L25P_5,I/O,5
AA,21,9,AA9,IO_L28P_5/D7,DUAL,IO_L28P_5/D7,DUAL,IO_L28P_5/D7,DUAL,IO_L28P_5/D7,DUAL,5
AA,21,10,AA10,IO_L30P_5,I/O,IO_L30P_5,I/O,IO_L30P_5,I/O,IO_L30P_5,I/O,5
AA,21,11,AA11,IO_L32N_5/GCLK3,GCLK,IO_L32N_5/GCLK3,GCLK,IO_L32N_5/GCLK3,GCLK,IO_L32N_5/GCLK3,GCLK,5
AA,21,12,AA12,IO_L32N_4/GCLK1,GCLK,IO_L32N_4/GCLK1,GCLK,IO_L32N_4/GCLK1,GCLK,IO_L32N_4/GCLK1,GCLK,4
AA,21,13,AA13,IO_L29P_4,I/O,IO_L29P_4,I/O,IO_L29P_4,I/O,IO_L29P_4,I/O,4
AA,21,14,AA14,IO_L27N_4/DIN/D0,DUAL,IO_L27N_4/DIN/D0,DUAL,IO_L27N_4/DIN/D0,DUAL,IO_L27N_4/DIN/D0,DUAL,4
AA,21,15,AA15,IO_L24N_4,I/O,IO_L24N_4,I/O,IO_L24N_4,I/O,IO_L24N_4,I/O,4
AA,21,16,AA16,N.C.,N.C.,IO_L19N_4,I/O,IO_L19N_4,I/O,IO_L19N_4,I/O,4
AA,21,17,AA17,IO_L15P_4,I/O,IO_L15P_4,I/O,IO_L15P_4,I/O,IO_L15P_4,I/O,4
AA,21,18,AA18,IO_L09N_4,I/O,IO_L09N_4,I/O,IO_L09N_4,I/O,IO_L09N_4,I/O,4
AA,21,19,AA19,N.C.,N.C.,IO_L05N_4,I/O,IO_L05N_4,I/O,IO_L05N_4,I/O,4
AA,21,20,AA20,IO_L01N_4/VRP_4,DCI,IO_L01N_4/VRP_4,DCI,IO_L01N_4/VRP_4,DCI,IO_L01N_4/VRP_4,DCI,4
AA,21,21,AA21,GND,GND,GND,GND,GND,GND,GND,GND,N/A
AA,21,22,AA22,CCLK,CONFIG,CCLK,CONFIG,CCLK,CONFIG,CCLK,CONFIG,VCCAUX
AB,22,1,AB1,GND,GND,GND,GND,GND,GND,GND,GND,N/A
AB,22,2,AB2,M0,CONFIG,M0,CONFIG,M0,CONFIG,M0,CONFIG,VCCAUX
AB,22,3,AB3,M2,CONFIG,M2,CONFIG,M2,CONFIG,M2,CONFIG,VCCAUX
AB,22,4,AB4,IO_L06N_5,I/O,IO_L06N_5,I/O,IO_L06N_5,I/O,IO_L06N_5,I/O,5
AB,22,5,AB5,IO_L10N_5/VRP_5,DCI,IO_L10N_5/VRP_5,DCI,IO_L10N_5/VRP_5,DCI,IO_L10N_5/VRP_5,DCI,5
AB,22,6,AB6,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,VCCAUX,N/A
AB,22,7,AB7,N.C.,N.C.,IO_L22N_5,I/O,IO_L22N_5,I/O,IO_L22N_5,I/O,5
AB,22,8,AB8,IO_L25N_5,I/O,IO_L25N_5,I/O,IO_L25N_5,I/O,IO_L25N_5,I/O,5
AB,22,9,AB9,IO_L28N_5/D6,DUAL,IO_L28N_5/D6,DUAL,IO_L28N_5/D6,DUAL,IO_L28N_5/D6,DUAL,5
AB,22,10,AB10,IO_L30N_5,I/O,IO_L30N_5,I/O,IO_L30N_5,I/O,IO_L30N_5,I/O,5
AB,22,11,AB11,IO/VREF_5,VREF,IO/VREF_5,VREF,IO/VREF_5,VREF,IO/VREF_5,VREF,5
AB,22,12,AB12,IO_L32P_4/GCLK0,GCLK,IO_L32P_4/GCLK0,GCLK,IO_L32P_4/GCLK0,GCLK,IO_L32P_4/GCLK0,GCLK,4
AB,22,13,AB13,IO/VREF_4,VREF,IO/VREF_4,VREF,IO/VREF_4,VREF,IO/VREF_4,VREF,4
AB,22,14,AB14,IO_L27P_4/D1,DUAL,IO_L27P_4/D1,DUAL,IO_L27P_4/D1,DUAL,IO_L27P_4/D1,DUAL,4
AB,22,15,AB15,IO_L24P_4,I/O,IO_L24P_4,I/O,IO_L24P_4,I/O,IO_L24P_4,I/O,4
